,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
352,"“Last fall, with the Medici Chapel in Florence operating on reduced hours because of Covid-19, scientists and restorers completed a secret experiment: They unleashed grime-eating bacteria on the artist’s masterpiece marbles.“","While Covid raged throughout the land,
Some brave restorers took a stand
And loosed good microbes with good taste
To solve the problem that they faced:
 
How to remove unsightly stains
And blemishes from what remains
The Greatest of Great Art we know,
Sculptures by Michelangelo.
 
Imagine! Microscopic creatures
That clean and polish limbs and features.
That we can get our glimpse of Heaven
Through bugs with names like SH7!
 
A miracle! So let’s rejoice.
Let’s raise a glass, and raise our voice
For any virus or bacillus
Who’s there to serve, and not just kill us!
 

",,,,,,225,572
353,"“Last week, Michael Cohen revealed that he threatened academic institutions not to release Donald Trump’s school records.“","Down at the Middle School,
in archives there curated,
the President’s old 5th grade files
have now been infiltrated.
 
Some of the data kept,
and records there collected,
appear removed or modified
by persons undetected.
 
Those portions which remain
of all the things impacted
include report cards still on hand,
though heavily redacted.
 
And IQ quotient scores,
so vital to our nation,
now show irregularities
suggesting alteration.
 

",,,,,,122,439
354,"“Last year, famed Republican economist Art Laffer co-authored a hagiographic tribute to President Trump and his agenda. … Laffer accordingly will receive the Presidential Medal of Freedom today.“","Let’s give a cheer for Laffer
and for his famous curve.
He got the Highest Medal
from those he chose to serve.
 
He drew it on a napkin,
and rocketed to fame.
While billionaires applauded,
he cashed in on his name.
 
He praised our brilliant Leader
and now has him to thank
for singling out the squiggle
that helped some break the bank.
 
His history is spotted.
His theory isn’t true.
It doesn’t work in practice,
but what’s a man to do?
 
Though Trickle Down’s a phantom,
Supply Side is a fraud,
why not accept the kudos
while billionaires applaud?
 
Why not exult in Honors
one may not quite deserve?
Let’s hear it now for Laffer
who threw that famous curve!
 

",,,,,,195,665
355,“Learning to fail is a skill like any other. Which means it takes practice.“,"We learned to throw the towel in first,
Before the match begins.
My throw was judged by far the worst,
The champ of might-have-beens.
 
We wrote in cursive on the board.
They said mine was a fright.
In math was where I really scored.
Turns out I got none right.
 
At failure I’m a “prodigy,”
They say. I’ve got it made.
No need for practice, not for me!
They’re skipping me a grade.
 

",,,,,,76,386
356,"“Letterman set the standard for quirks and rituals among late-night hosts. His involved copious…stacks of squares from Hersey [sic] chocolate bars… He would consume the whole stack in one quicksitting, right before he went on the air.“Some studies examining the health benefits of chocolatesuggest… the right kinds of chocolate, consumed regularly, can help keep…your mind sharp and alert, and your mood calm and happy.” ","Jocular chocular
David M. Letterman
gobbled his Hershey bars
lickety-split;
 
research suggests that this
idiosyncrasy
helped keep his monologues
choc full of wit.
 

",Silly,,,,,421,167
357,"“Lindsey Graham told Republicans they ‘ought to think about’ getting a coronavirus vaccine.They booed him. … [Graham] responded to the crowd, telling them: ‘I didn’t tell you to get it.You ought to think about it.'“","“You’ve a choice!” Graham soothed his backers,
Whom his hint had driven crackers.
Here’s a choice I’d choose to lack, sirs:
Lindsey Graham or Anti-Vaxxers.
 
",,,,,,215,158
358,“Little-known Rombauer sprung an 11-1 upset to win the Preakness…“,"Lickety-quickety
Little-known Rombauer
left his competitors
stunned and aghast.
 
Odds of his winning seemed
infinitesimal—
till he was freakishly,
Preakishly fast.
 

",Silly,,,,,66,168
359,"“Louisiana Democrat, Gov. John Bel Edwards Keeps Seat Despite [. . .]’s Opposition”","When his man’s chances seemed to slump,
the Great Pretender thought he’d pump
some air into the sorry chump
and see his polling numbers jump.

Alas, they landed with a thump.
The Governor, though, got a bump,
enough to make his vote-count plump
and sink his rival’s hapless rump.


",,,,,,83,282
360,“Lovestruck pig pursues TV reporter live on air“,"He’s nothing to make a big deal about.
There’s lots of good boars in the shed!
He grunts even though there’s no meal about.
His bristles are all on his head.
 
He walks on two hooves—there’s no tellin’ him.
His snout is too snub for the pail.
My friends have no clue what I smell in him:
Who knows what he’s done with his tail?
 
He eats with his feet. He’s too tall for me.
His ears are mere slits. He likes ham;
O Lazos, you’re no good at all for me—
Poor, pitiful pig that I am!
 

",,,,,,48,485
361,"“Maki Kaji, the creator of the popular numbers puzzle Sudoku whose life’s workwas spreading the joy of puzzles, has died…“","Maki Kaji
Kept our minds from growing stodgy
So let’s give thanks for the bloke who
Gave the world Sudoku
 
",,,,,,122,108
362,“Mamma Mia! Super Mario 64 Is The First Video Game To Sell For More Than $1 Million“,"A one point five-six million bid,
A record in the trade,
Has snagged a game with pristine lid
That never will be played,
 
Or if it is, whose value will
Plumb Mario’s domain:
Swirl round its droll collectible,
Then spiral down the drain.
 

",,,,,,84,241
363,“Man busted in Spain for taking goldfish for a walk during lockdown,"When énervé Nerval took out his lobster,
And Dali daily walked his ocelot,
Was either one arrested like a mobster
Or busted for it? Obviously not.

The moose of Tycho Brahe got to travel
Without arousing panic-stricken squeals,
And surely (watching out for scratchy gravel),
Licinius Muraena aired his eels.

My, how the world has altered! My idea
Was just to let my goldfish stretch his fins,
When suddenly here come the policía,
In plastic suits and masks from cheeks to chins.

A hefty fine and lengthy lecture later,
I’m locked back down, with fish and Google. Wait—
John Quincy Adams had an alligator:
A choice I’m starting to appreciate.


",,,,,,67,646
364,"“Man Sold Marijuana Edibles To Children Across Montgomery Co…‘This defendant was targeting children as young as 11 years old to sell his drugs to, embedding drugs in cereals and snack products that appeal to children. … [His] business supplying drugs to children and encouraging children to be drug dealers is an egregious case.“","What, “edibles” in middle school?
And dealers too? Oh brother,
These kids are barely off one pot
Before they’re on another.
 
",,,,,,329,126
365,“Man who invented labradoodle says it’s his ‘life’s regret'”,"I too have much that I regret—
My posture, temper, snacking,
And other flaws that I forget;
But this I swear is lacking:

The least acquaintance with the new
Geneticist caboodle;
And thus I’ve left unmixed and true
The labrador and poodle.

I may be lazy, panicky,
And something of a meanie,
But don’t attempt to blame on me
The chusky or chiweenie;

I’ve much to be repentant for,
But, though I own great folly,
I’ve never bred a bassador
Or peekapoo or gollie.

And so, St. Peter, in a few:
I’m flaky as a strudel,
But this at least I didn’t do—
Invent the labradoodle.


",Topical/Witty/Wit-Wordplay,,,,,60,574
366,"“Maradona’s ‘Hand of God’ shirt fetches $9.3M at auction, a sports memorabilia record“","When soccer feels the “Hand of God,”
Though cloth is cheap as dirt,
Trust auctioneers. They’ll wink and nod
And sell the blessèd shirt.
 
",,,,,,86,138
367,“Massachusetts Town Begs Residents to Stop Calling about Fish“,"It’s not a shark,
Despite the fin.
Stop calling us.
We are not in.
 
It’s not unwell,
Despite its lolling.
And by the way,
Could you stop calling?
 
A nice sunfish,
No need to fuss,
A friendly fish,
You don’t need us.
 
Post it on Facebook,
If you must,
Or Instagram,
Just don’t call us.
 
Your local cops
Have just one wish:
Please do not call
About that fish.
 

",,,,,,62,365
368,"“McDonald’s says it has pulled milkshakes from the menu in all 1,250 of its British restaurantsbecause of supply problems stemming from a shortage…“Spotted: Cow at a McDonald’s drive-through in Wisconsin… Jessica Nelson… looked up to see a cowin the backseat of a Buick sedan three cars ahead of her.”","Hi-ho the dairy-o,
fast-food establishments
faced with a shortage of
milkshakes are now
 
quick to encourage an
improvisational
milk-source alternative:
Bring Your Own Cow.
 

",Silly,,,,,301,176
369,"“Meet 190-year-old Jonathan, the world’s oldest-ever tortoise” ","Whoopily, schtupily,
ancient chelonian
Jonathan celebrates
nine score and ten.

Though his libido is
antediluvian,
still, he can get it on
time and again!

",Silly,,,,,63,156
370,“Mel B Says She And Fellow Spice Girl Geri Halliwell Had Sex“,"Of course she’d kiss and tell with a pop-chart star.
Conquests like that, you flaunt them.
Now we know just how sexy the Spice Girls are—
Even the Spice Girls want them.
 
",,,,,,61,172
371,"“Merriam-Webster has weighed in on the debate over the word ‘irregardless,’confirming that it is a proper, dictionary-verified word.“","I will not irrenounce “irregardless”:
It’s an entry irrichly majestic;
We can hardly irrender discardless
Illocutions so pananapestic.
 
Though complaints may irrise (there’s a yardful),
And they seem to be unirremitting,
I must still irrefuse “irregardful,”
Irreluctancy notnotwithsitting.
 

",Silly,,,,,133,294
372,"“Michael Andrew, an Olympic gold medal favorite, says he won’t be vaccinated for Tokyo“Sha’Carri Richardson will miss Tokyo Olympics in wake of suspension over marijuana test”","The swimmer bound for Tokyo
Says, “No vaccine for me.”
The runner didn’t make the team
Because of THC.
 
While I would share Sha’Carri’s weed
With equanimity,
I think I’d rather not inhale
In Mike’s vicinity.
 

",,,,,,175,212
373,“Michael Cohen paid IT firm to tweet that he was sexy”,"Although more legal hit man
Than downright sexy beast,
He made himself an IT man
In one respect at least.
 
",,,,,,54,108
374,"“Michigan court sides with gun advocates to reverse firearm ban at polls …‘I feel like I need to have my gun at all times,’ said Jim Makowski, an attorneyrepresenting plaintiffs in the suit against the secretary of state. …Makowski said Michiganders are already protected by state law … With such protections in place, he said there’s “no reason or justificationfor [Benson’s] legal order,’ which he labeled ‘political’.","“I feel,” said Jim Makowski,
I need my gun. It’s critical
At all times, like a housekey;
And banning it’s political.”

Assessing this with candor,
I see debate’s no use.
Behold the Michigander:
A macho Michigoose.


",,,,,,420,216
